"Time","latency-50-percentile","latency-95-percentile","latency-99-percentile"
2023-04-18 15:16:50,302 ms,2.56 s,4.51 s
2023-04-18 15:16:55,261 ms,2.56 s,4.51 s
2023-04-18 15:17:00,262 ms,2.56 s,4.51 s
2023-04-18 15:17:05,273 ms,2.50 s,4.50 s
2023-04-18 15:17:10,262 ms,2.56 s,4.51 s
2023-04-18 15:17:15,288 ms,2.56 s,4.51 s
2023-04-18 15:17:20,264 ms,2.56 s,4.51 s
2023-04-18 15:17:25,287 ms,2.56 s,4.51 s
2023-04-18 15:17:30,278 ms,3.42 s,4.68 s
2023-04-18 15:17:35,264 ms,3.37 s,4.67 s
2023-04-18 15:17:40,242 ms,3.37 s,4.67 s
2023-04-18 15:17:45,242 ms,3.37 s,4.67 s
2023-04-18 15:17:50,300 ms,3.42 s,4.68 s
2023-04-18 15:17:55,354 ms,3.46 s,4.69 s
2023-04-18 15:18:00,313 ms,3.50 s,4.70 s
2023-04-18 15:18:05,231 ms,3.50 s,4.70 s
2023-04-18 15:18:10,212 ms,3.58 s,4.72 s
2023-04-18 15:18:15,229 ms,3.94 s,4.79 s
2023-04-18 15:18:20,212 ms,4.15 s,4.83 s
2023-04-18 15:18:25,194 ms,3.58 s,4.72 s
2023-04-18 15:18:30,186 ms,3.67 s,4.73 s
2023-04-18 15:18:35,200 ms,3.67 s,4.73 s
2023-04-18 15:18:40,190 ms,3.75 s,4.75 s
2023-04-18 15:18:45,175 ms,3.71 s,4.74 s
2023-04-18 15:18:50,163 ms,3.71 s,4.74 s
2023-04-18 15:18:55,175 ms,3.71 s,4.74 s
2023-04-18 15:19:00,175 ms,3.71 s,4.74 s
2023-04-18 15:19:05,175 ms,3.71 s,4.74 s
2023-04-18 15:19:10,175 ms,3.06 s,4.61 s
2023-04-18 15:19:15,175 ms,2.34 s,4.22 s
2023-04-18 15:19:20,187 ms,2.29 s,4.22 s
2023-04-18 15:19:25,175 ms,1.94 s,2.39 s
2023-04-18 15:19:30,175 ms,2.05 s,2.41 s
2023-04-18 15:19:35,187 ms,2.03 s,2.41 s
2023-04-18 15:19:40,212 ms,2.29 s,4.22 s
2023-04-18 15:19:45,212 ms,2.29 s,4.22 s
2023-04-18 15:19:50,235 ms,2.29 s,4.22 s
2023-04-18 15:19:55,275 ms,2.31 s,4.25 s
2023-04-18 15:20:00,287 ms,2.29 s,4.22 s
2023-04-18 15:20:05,275 ms,2.25 s,4.25 s
2023-04-18 15:20:10,312 ms,3.06 s,4.61 s
2023-04-18 15:20:15,312 ms,3.06 s,4.61 s
2023-04-18 15:20:20,300 ms,3.00 s,4.60 s
2023-04-18 15:20:25,284 ms,2.94 s,4.59 s
2023-04-18 15:20:30,263 ms,2.94 s,4.59 s
2023-04-18 15:20:35,263 ms,2.26 s,4.18 s
2023-04-18 15:20:40,250 ms,2.15 s,4.15 s
2023-04-18 15:20:45,229 ms,2.15 s,4.15 s
2023-04-18 15:20:50,250 ms,2.10 s,4.10 s
2023-04-18 15:20:55,231 ms,2.10 s,4.10 s
2023-04-18 15:21:00,241 ms,2.24 s,4.07 s
2023-04-18 15:21:05,225 ms,2.29 s,4.07 s
2023-04-18 15:21:10,225 ms,2.29 s,4.07 s
2023-04-18 15:21:15,233 ms,2.28 s,4.05 s
2023-04-18 15:21:20,241 ms,2.29 s,4.07 s
2023-04-18 15:21:25,250 ms,2.23 s,4.05 s
2023-04-18 15:21:30,250 ms,2.23 s,4.05 s
2023-04-18 15:21:35,281 ms,2.69 s,4.54 s
2023-04-18 15:21:40,292 ms,2.62 s,4.53 s
2023-04-18 15:21:45,264 ms,2.69 s,4.54 s
2023-04-18 15:21:50,295 ms,2.62 s,4.53 s
2023-04-18 15:21:55,292 ms,2.63 s,4.53 s
2023-04-18 15:22:00,292 ms,2.26 s,4.10 s
2023-04-18 15:22:05,333 ms,2.62 s,4.53 s
2023-04-18 15:22:10,363 ms,3.46 s,4.69 s
2023-04-18 15:22:15,350 ms,3.42 s,4.68 s
2023-04-18 15:22:20,359 ms,3.84 s,4.77 s
2023-04-18 15:22:25,321 ms,3.88 s,4.78 s
2023-04-18 15:22:30,321 ms,4.05 s,4.81 s
2023-04-18 15:22:35,304 ms,4.07 s,4.82 s
2023-04-18 15:22:40,304 ms,4.23 s,4.85 s
2023-04-18 15:22:45,325 ms,4.34 s,4.87 s
2023-04-18 15:22:50,281 ms,4.34 s,4.87 s
2023-04-18 15:22:55,325 ms,4.30 s,4.86 s
2023-04-18 15:23:00,268 ms,4.23 s,4.85 s
2023-04-18 15:23:05,268 ms,4.23 s,4.85 s
2023-04-18 15:23:10,312 ms,4.34 s,4.87 s
2023-04-18 15:23:15,271 ms,4.23 s,4.85 s
2023-04-18 15:23:20,297 ms,4.19 s,4.84 s
2023-04-18 15:23:25,264 ms,3.84 s,4.77 s
2023-04-18 15:23:30,295 ms,3.81 s,4.76 s
2023-04-18 15:23:35,284 ms,3.46 s,4.69 s
2023-04-18 15:23:40,292 ms,2.63 s,4.53 s
2023-04-18 15:23:45,304 ms,2.63 s,4.53 s
2023-04-18 15:23:50,317 ms,3.37 s,4.67 s
2023-04-18 15:23:55,330 ms,3.29 s,4.66 s
2023-04-18 15:24:00,321 ms,2.46 s,4.47 s
2023-04-18 15:24:05,321 ms,2.42 s,4.45 s
2023-04-18 15:24:10,339 ms,3.08 s,4.62 s
2023-04-18 15:24:15,339 ms,3.00 s,4.60 s
2023-04-18 15:24:20,359 ms,2.92 s,4.58 s
2023-04-18 15:24:25,394 ms,3.41 s,4.68 s
2023-04-18 15:24:30,417 ms,3.65 s,4.73 s
2023-04-18 15:24:35,402 ms,4.02 s,4.80 s
2023-04-18 15:24:40,404 ms,4.00 s,4.80 s
2023-04-18 15:24:45,384 ms,3.85 s,4.77 s
2023-04-18 15:24:50,400 ms,4.00 s,4.80 s
2023-04-18 15:24:55,433 ms,4.08 s,4.82 s
2023-04-18 15:25:00,413 ms,3.98 s,4.80 s
2023-04-18 15:25:05,417 ms,3.96 s,4.79 s
2023-04-18 15:25:10,430 ms,3.98 s,4.80 s
2023-04-18 15:25:15,433 ms,4.09 s,4.82 s
2023-04-18 15:25:20,408 ms,3.98 s,4.80 s
2023-04-18 15:25:25,383 ms,3.79 s,4.76 s
2023-04-18 15:25:30,408 ms,3.57 s,4.72 s
2023-04-18 15:25:35,433 ms,3.96 s,4.79 s
2023-04-18 15:25:40,437 ms,4.08 s,4.82 s
2023-04-18 15:25:45,404 ms,4.08 s,4.82 s
2023-04-18 15:25:50,382 ms,4.00 s,4.80 s
2023-04-18 15:25:55,382 ms,3.96 s,4.79 s
2023-04-18 15:26:00,375 ms,3.79 s,4.76 s
2023-04-18 15:26:05,365 ms,3.83 s,4.77 s
2023-04-18 15:26:10,420 ms,3.81 s,4.76 s
2023-04-18 15:26:15,417 ms,3.79 s,4.76 s
2023-04-18 15:26:20,427 ms,3.81 s,4.76 s
2023-04-18 15:26:25,375 ms,3.55 s,4.71 s
2023-04-18 15:26:30,327 ms,2.58 s,4.52 s
2023-04-18 15:26:35,312 ms,2.40 s,4.29 s
2023-04-18 15:26:40,318 ms,2.32 s,3.60 s
2023-04-18 15:26:45,352 ms,2.33 s,3.53 s
2023-04-18 15:26:50,333 ms,2.31 s,3.55 s
2023-04-18 15:26:55,356 ms,2.30 s,3.58 s
2023-04-18 15:27:00,367 ms,2.30 s,3.55 s
2023-04-18 15:27:05,346 ms,2.17 s,2.43 s
2023-04-18 15:27:10,361 ms,2.28 s,3.55 s
2023-04-18 15:27:15,359 ms,2.30 s,3.55 s
2023-04-18 15:27:20,383 ms,2.30 s,3.57 s
2023-04-18 15:27:25,402 ms,2.41 s,4.29 s
2023-04-18 15:27:30,411 ms,2.40 s,4.27 s
2023-04-18 15:27:35,392 ms,2.40 s,4.26 s
2023-04-18 15:27:40,367 ms,2.39 s,4.29 s
2023-04-18 15:27:45,383 ms,2.40 s,4.30 s
2023-04-18 15:27:50,384 ms,2.41 s,4.29 s
2023-04-18 15:27:55,356 ms,2.40 s,4.26 s
2023-04-18 15:28:00,321 ms,2.36 s,4.23 s
2023-04-18 15:28:05,344 ms,2.46 s,4.44 s
2023-04-18 15:28:10,458 ms,3.65 s,6.30 s
2023-04-18 15:28:15,750 ms,4.80 s,8.65 s
2023-04-18 15:28:20,1.36 s,6.25 s,10 s
2023-04-18 15:28:25,1.69 s,7.42 s,10 s
2023-04-18 15:28:30,2.17 s,8.12 s,10 s
2023-04-18 15:28:35,2.58 s,8.65 s,10 s
2023-04-18 15:28:40,2.79 s,8.98 s,10 s
2023-04-18 15:28:45,3.09 s,9.12 s,10 s
2023-04-18 15:28:50,3.28 s,9.17 s,10 s
2023-04-18 15:28:55,3.39 s,9.18 s,10 s
2023-04-18 15:29:00,3.47 s,9.22 s,10 s
2023-04-18 15:29:05,3.60 s,9.26 s,10 s
2023-04-18 15:29:10,3.62 s,9.40 s,10 s
2023-04-18 15:29:15,3.60 s,9.25 s,10 s
2023-04-18 15:29:20,3.56 s,9.25 s,10 s
2023-04-18 15:29:25,3.51 s,9.24 s,10 s
2023-04-18 15:29:30,3.41 s,9.11 s,10 s
2023-04-18 15:29:35,3.25 s,8.96 s,10 s
2023-04-18 15:29:40,3.05 s,8.90 s,10 s
2023-04-18 15:29:45,2.98 s,8.88 s,10 s
2023-04-18 15:29:50,3.18 s,9.07 s,10 s
2023-04-18 15:29:55,3.31 s,9.35 s,10 s
2023-04-18 15:30:00,3.29 s,9.51 s,10 s
2023-04-18 15:30:05,3.17 s,9.33 s,10 s
2023-04-18 15:30:10,3.19 s,9.34 s,10 s
2023-04-18 15:30:15,3.34 s,10 s,10 s
2023-04-18 15:30:20,3.23 s,10 s,10 s
2023-04-18 15:30:25,3.38 s,10 s,10 s
2023-04-18 15:30:30,3.62 s,10 s,10 s
2023-04-18 15:30:35,3.69 s,10 s,10 s
2023-04-18 15:30:40,3.74 s,10 s,10 s
2023-04-18 15:30:45,3.58 s,10 s,10 s
2023-04-18 15:30:50,3.53 s,10 s,10 s
2023-04-18 15:30:55,3.57 s,10 s,10 s
2023-04-18 15:31:00,3.65 s,10 s,10 s
2023-04-18 15:31:05,3.64 s,10 s,10 s
2023-04-18 15:31:10,3.62 s,9.88 s,10 s
2023-04-18 15:31:15,3.71 s,9.99 s,10 s
2023-04-18 15:31:20,3.72 s,10 s,10 s
2023-04-18 15:31:25,3.71 s,10 s,10 s
2023-04-18 15:31:30,3.73 s,10 s,10 s
2023-04-18 15:31:35,3.75 s,10 s,10 s
2023-04-18 15:31:40,3.78 s,10 s,10 s
2023-04-18 15:31:45,3.71 s,10 s,10 s
2023-04-18 15:31:50,3.71 s,10 s,10 s
2023-04-18 15:31:55,3.60 s,10 s,10 s
2023-04-18 15:32:00,3.44 s,10 s,10 s
2023-04-18 15:32:05,3.34 s,10 s,10 s
2023-04-18 15:32:10,3.30 s,10 s,10 s
2023-04-18 15:32:15,3.31 s,10 s,10 s
2023-04-18 15:32:20,3.25 s,10 s,10 s
2023-04-18 15:32:25,3.28 s,10 s,10 s
2023-04-18 15:32:30,3.16 s,9.98 s,10 s
2023-04-18 15:32:35,3.19 s,10 s,10 s
2023-04-18 15:32:40,3.36 s,10 s,10 s
2023-04-18 15:32:45,3.39 s,10 s,10 s
2023-04-18 15:32:50,3.53 s,10 s,10 s
2023-04-18 15:32:55,3.69 s,10 s,10 s
2023-04-18 15:33:00,3.68 s,10 s,10 s
2023-04-18 15:33:05,3.68 s,10 s,10 s
2023-04-18 15:33:10,3.58 s,10 s,10 s
2023-04-18 15:33:15,3.54 s,10 s,10 s
2023-04-18 15:33:20,3.51 s,10 s,10 s
2023-04-18 15:33:25,3.54 s,10 s,10 s
2023-04-18 15:33:30,3.64 s,10 s,10 s
2023-04-18 15:33:35,3.61 s,10 s,10 s
2023-04-18 15:33:40,3.48 s,9.86 s,10 s
2023-04-18 15:33:45,3.39 s,10 s,10 s
2023-04-18 15:33:50,3.22 s,9.47 s,10 s
2023-04-18 15:33:55,3.29 s,9.64 s,10 s
2023-04-18 15:34:00,3.16 s,9.77 s,10 s
2023-04-18 15:34:05,3.16 s,10 s,10 s
2023-04-18 15:34:10,2.99 s,10 s,10 s
2023-04-18 15:34:15,2.58 s,9.66 s,10 s
2023-04-18 15:34:20,312 ms,9.21 s,10 s
2023-04-18 15:34:25,164 ms,1.90 s,4.30 s
2023-04-18 15:34:30,156 ms,800 ms,2.08 s
2023-04-18 15:34:35,147 ms,825 ms,2.09 s
2023-04-18 15:34:40,156 ms,800 ms,2.08 s
2023-04-18 15:34:45,147 ms,487 ms,2.09 s
2023-04-18 15:34:50,150 ms,1.45 s,2.29 s
2023-04-18 15:34:55,141 ms,480 ms,2.08 s
2023-04-18 15:35:00,141 ms,800 ms,2.08 s
2023-04-18 15:35:05,137 ms,825 ms,2.09 s
2023-04-18 15:35:10,142 ms,1.97 s,4.32 s
2023-04-18 15:35:15,150 ms,3.25 s,4.65 s
2023-04-18 15:35:20,145 ms,3.25 s,4.65 s
2023-04-18 15:35:25,156 ms,3.25 s,4.65 s
2023-04-18 15:35:30,164 ms,3.25 s,4.65 s
2023-04-18 15:35:35,156 ms,3.25 s,4.65 s
2023-04-18 15:35:40,158 ms,3.19 s,4.64 s
2023-04-18 15:35:45,150 ms,3.25 s,4.65 s
2023-04-18 15:35:50,147 ms,3.31 s,4.66 s
2023-04-18 15:35:55,156 ms,3.25 s,4.65 s
2023-04-18 15:36:00,175 ms,3.19 s,4.64 s
2023-04-18 15:36:05,175 ms,2.33 s,4.27 s
2023-04-18 15:36:10,163 ms,1.99 s,2.40 s
2023-04-18 15:36:15,190 ms,2.35 s,4.30 s
2023-04-18 15:36:20,164 ms,2.35 s,4.30 s
2023-04-18 15:36:25,164 ms,2.30 s,4.30 s
2023-04-18 15:36:30,175 ms,2.30 s,4.30 s
2023-04-18 15:36:35,175 ms,2.32 s,4.32 s
2023-04-18 15:36:40,194 ms,2.37 s,4.32 s
2023-04-18 15:36:45,231 ms,3.19 s,4.64 s
2023-04-18 15:36:50,190 ms,3.25 s,4.65 s
2023-04-18 15:36:55,175 ms,3.25 s,4.65 s
2023-04-18 15:37:00,175 ms,3.25 s,4.65 s
2023-04-18 15:37:05,175 ms,3.19 s,4.64 s
2023-04-18 15:37:10,164 ms,2.38 s,4.30 s
2023-04-18 15:37:15,175 ms,2.38 s,4.30 s
2023-04-18 15:37:20,175 ms,2.38 s,4.30 s
2023-04-18 15:37:25,222 ms,2.38 s,4.13 s
2023-04-18 15:37:30,1.17 s,4.76 s,7.40 s
2023-04-18 15:37:35,2.87 s,5.17 s,10 s
2023-04-18 15:37:40,3.19 s,5.50 s,10 s
2023-04-18 15:37:45,3.37 s,4.97 s,10 s
2023-04-18 15:37:50,3.50 s,8.33 s,10 s
2023-04-18 15:37:55,3.57 s,8.63 s,10 s
2023-04-18 15:38:00,3.63 s,9.75 s,10 s
2023-04-18 15:38:05,3.64 s,9.56 s,10 s
2023-04-18 15:38:10,3.66 s,10 s,10 s
2023-04-18 15:38:15,3.68 s,9.55 s,10 s
2023-04-18 15:38:20,3.73 s,9.79 s,10 s
2023-04-18 15:38:25,3.74 s,10 s,10 s
2023-04-18 15:38:30,3.73 s,10 s,10 s
2023-04-18 15:38:35,3.72 s,9.55 s,10 s
2023-04-18 15:38:40,3.72 s,10 s,10 s
2023-04-18 15:38:45,3.72 s,9.79 s,10 s
2023-04-18 15:38:50,3.73 s,10 s,10 s
2023-04-18 15:38:55,3.73 s,9.93 s,10 s
2023-04-18 15:39:00,3.70 s,9.79 s,10 s
2023-04-18 15:39:05,3.63 s,9.33 s,10 s
2023-04-18 15:39:10,3.55 s,9.43 s,10 s
2023-04-18 15:39:15,3.45 s,9.25 s,10 s
2023-04-18 15:39:20,3.30 s,8.50 s,10 s
2023-04-18 15:39:25,3.09 s,8.63 s,10 s
2023-04-18 15:39:30,2.84 s,9.00 s,10 s
2023-04-18 15:39:35,2.29 s,7.56 s,10 s
2023-04-18 15:39:40,1.31 s,6.38 s,10 s
2023-04-18 15:39:45,865 ms,4.86 s,9.61 s
2023-04-18 15:39:50,738 ms,4.20 s,6.93 s
2023-04-18 15:39:55,722 ms,3.97 s,4.80 s
2023-04-18 15:40:00,714 ms,4.00 s,4.80 s
2023-04-18 15:40:05,756 ms,4.25 s,4.97 s
2023-04-18 15:40:10,833 ms,4.32 s,4.97 s
2023-04-18 15:40:15,858 ms,4.49 s,6.87 s
2023-04-18 15:40:20,872 ms,4.61 s,7.95 s
2023-04-18 15:40:25,888 ms,4.73 s,8.43 s
2023-04-18 15:40:30,835 ms,4.73 s,8.44 s
2023-04-18 15:40:35,833 ms,4.73 s,8.43 s
2023-04-18 15:40:40,826 ms,4.73 s,8.46 s
2023-04-18 15:40:45,882 ms,4.77 s,8.44 s
2023-04-18 15:40:50,855 ms,4.76 s,8.43 s
2023-04-18 15:40:55,818 ms,4.76 s,8.38 s
2023-04-18 15:41:00,680 ms,4.62 s,7.88 s
2023-04-18 15:41:05,617 ms,4.61 s,7.92 s
2023-04-18 15:41:10,603 ms,4.46 s,6.85 s
2023-04-18 15:41:15,567 ms,4.30 s,4.97 s
2023-04-18 15:41:20,545 ms,4.14 s,4.83 s
2023-04-18 15:41:25,604 ms,4.19 s,4.84 s
2023-04-18 15:41:30,795 ms,4.60 s,4.98 s
2023-04-18 15:41:35,1.38 s,4.81 s,7.72 s
2023-04-18 15:41:40,2.26 s,4.94 s,10 s
2023-04-18 15:41:45,2.81 s,4.97 s,10 s
2023-04-18 15:41:50,3.05 s,4.98 s,10 s
2023-04-18 15:41:55,3.29 s,6.55 s,10 s
2023-04-18 15:42:00,3.39 s,6.00 s,10 s
2023-04-18 15:42:05,3.46 s,5.40 s,10 s
2023-04-18 15:42:10,3.56 s,6.80 s,10 s
2023-04-18 15:42:15,3.60 s,6.00 s,10 s
2023-04-18 15:42:20,3.65 s,6.30 s,10 s
2023-04-18 15:42:25,3.65 s,7.00 s,10 s
2023-04-18 15:42:30,3.64 s,8.33 s,10 s
2023-04-18 15:42:35,3.63 s,7.08 s,10 s
2023-04-18 15:42:40,3.63 s,7.78 s,10 s
2023-04-18 15:42:45,3.58 s,8.07 s,10 s
2023-04-18 15:42:50,3.53 s,7.13 s,10 s
2023-04-18 15:42:55,3.47 s,7.71 s,10 s
2023-04-18 15:43:00,3.46 s,8.62 s,10 s
2023-04-18 15:43:05,3.35 s,7.71 s,10 s
2023-04-18 15:43:10,3.18 s,8.37 s,10 s
2023-04-18 15:43:15,2.89 s,8.37 s,10 s
2023-04-18 15:43:20,2.10 s,8.05 s,10 s
2023-04-18 15:43:25,857 ms,5 s,10 s
2023-04-18 15:43:30,429 ms,4.67 s,8.80 s
2023-04-18 15:43:35,431 ms,3.47 s,4.69 s
2023-04-18 15:43:40,417 ms,3.50 s,4.70 s
2023-04-18 15:43:45,406 ms,3.50 s,4.70 s
2023-04-18 15:43:50,438 ms,3.80 s,4.76 s
2023-04-18 15:43:55,417 ms,3.50 s,4.70 s
2023-04-18 15:44:00,403 ms,3.78 s,4.76 s
2023-04-18 15:44:05,359 ms,3.53 s,4.71 s
2023-04-18 15:44:10,321 ms,3.50 s,4.70 s
2023-04-18 15:44:15,250 ms,3.50 s,4.70 s
2023-04-18 15:44:20,271 ms,3.04 s,4.61 s
2023-04-18 15:44:25,286 ms,3.00 s,4.60 s
2023-04-18 15:44:30,244 ms,2.45 s,4.41 s
2023-04-18 15:44:35,286 ms,2.45 s,4.40 s
2023-04-18 15:44:40,313 ms,2.45 s,4.40 s
2023-04-18 15:44:45,328 ms,2.45 s,4.41 s
2023-04-18 15:44:50,344 ms,2.45 s,4.40 s
2023-04-18 15:44:55,281 ms,2.30 s,3.85 s
2023-04-18 15:45:00,292 ms,2.43 s,4.39 s
2023-04-18 15:45:05,306 ms,2.43 s,4.40 s
2023-04-18 15:45:10,328 ms,2.44 s,4.41 s
2023-04-18 15:45:15,312 ms,3.00 s,4.60 s
2023-04-18 15:45:20,286 ms,3.00 s,4.60 s
2023-04-18 15:45:25,304 ms,3.04 s,4.61 s
2023-04-18 15:45:30,321 ms,3.80 s,4.76 s
2023-04-18 15:45:35,375 ms,4.00 s,4.80 s
2023-04-18 15:45:40,333 ms,4.00 s,4.80 s
2023-04-18 15:45:45,458 ms,4.02 s,4.80 s
2023-04-18 15:45:50,452 ms,3.87 s,4.78 s
2023-04-18 15:45:55,469 ms,3.58 s,4.72 s
2023-04-18 15:46:00,449 ms,3.48 s,4.70 s
2023-04-18 15:46:05,493 ms,3.59 s,4.72 s
2023-04-18 15:46:10,534 ms,3.45 s,4.69 s
2023-04-18 15:46:15,480 ms,3.32 s,4.66 s
2023-04-18 15:46:20,486 ms,3.48 s,4.70 s
2023-04-18 15:46:25,573 ms,3.57 s,4.71 s
2023-04-18 15:46:30,554 ms,3.56 s,4.96 s
2023-04-18 15:46:35,575 ms,3.79 s,4.96 s
2023-04-18 15:46:40,518 ms,4.00 s,4.97 s
2023-04-18 15:46:45,606 ms,4.08 s,4.97 s
2023-04-18 15:46:50,621 ms,4.17 s,4.98 s
2023-04-18 15:46:55,719 ms,4.25 s,4.97 s
2023-04-18 15:47:00,727 ms,4.29 s,4.98 s
2023-04-18 15:47:05,741 ms,4.33 s,4.98 s
2023-04-18 15:47:10,803 ms,4.37 s,4.98 s
2023-04-18 15:47:15,807 ms,4.30 s,4.97 s
2023-04-18 15:47:20,709 ms,4.18 s,4.97 s
2023-04-18 15:47:25,699 ms,4.04 s,4.81 s
2023-04-18 15:47:30,700 ms,3.96 s,4.79 s
2023-04-18 15:47:35,717 ms,3.96 s,4.79 s
2023-04-18 15:47:40,722 ms,4.02 s,4.80 s
2023-04-18 15:47:45,671 ms,3.93 s,4.79 s
2023-04-18 15:47:50,647 ms,4.03 s,4.81 s
2023-04-18 15:47:55,578 ms,3.90 s,4.78 s
2023-04-18 15:48:00,525 ms,3.76 s,4.75 s
2023-04-18 15:48:05,495 ms,3.71 s,4.74 s
2023-04-18 15:48:10,478 ms,3.96 s,4.79 s
2023-04-18 15:48:15,474 ms,3.99 s,4.80 s
2023-04-18 15:48:20,488 ms,4.02 s,4.80 s
2023-04-18 15:48:25,458 ms,4.04 s,4.81 s
2023-04-18 15:48:30,434 ms,3.79 s,4.76 s
2023-04-18 15:48:35,382 ms,3.70 s,4.74 s
2023-04-18 15:48:40,442 ms,3.77 s,4.75 s
2023-04-18 15:48:45,375 ms,3.02 s,4.61 s
2023-04-18 15:48:50,368 ms,3.07 s,4.61 s
2023-04-18 15:48:55,382 ms,3.37 s,4.67 s
2023-04-18 15:49:00,397 ms,3.57 s,4.71 s
2023-04-18 15:49:05,381 ms,3.02 s,4.61 s
2023-04-18 15:49:10,388 ms,3.05 s,4.61 s
2023-04-18 15:49:15,393 ms,3.00 s,4.60 s
2023-04-18 15:49:20,386 ms,2.56 s,4.51 s
2023-04-18 15:49:25,365 ms,3.02 s,4.61 s
2023-04-18 15:49:30,351 ms,2.59 s,4.52 s
2023-04-18 15:49:35,348 ms,2.56 s,4.51 s
2023-04-18 15:49:40,384 ms,3.35 s,4.67 s
2023-04-18 15:49:45,404 ms,3.33 s,4.67 s
2023-04-18 15:49:50,410 ms,3.37 s,4.67 s
2023-04-18 15:49:55,385 ms,3.00 s,4.60 s
2023-04-18 15:50:00,370 ms,3.10 s,4.62 s
2023-04-18 15:50:05,385 ms,3.33 s,4.67 s
2023-04-18 15:50:10,385 ms,3.33 s,4.67 s
2023-04-18 15:50:15,393 ms,3.00 s,4.60 s
2023-04-18 15:50:20,380 ms,2.53 s,4.51 s
2023-04-18 15:50:25,365 ms,2.50 s,4.50 s
2023-04-18 15:50:30,352 ms,2.50 s,4.50 s
2023-04-18 15:50:35,332 ms,2.21 s,4.01 s
2023-04-18 15:50:40,319 ms,2.13 s,4.01 s
2023-04-18 15:50:45,310 ms,2.16 s,3.99 s
2023-04-18 15:50:50,317 ms,2.14 s,4.02 s
2023-04-18 15:50:55,343 ms,2.30 s,4.33 s
2023-04-18 15:51:00,336 ms,2.27 s,4.35 s
2023-04-18 15:51:05,335 ms,2.29 s,4.36 s
2023-04-18 15:51:10,351 ms,3.02 s,4.61 s
2023-04-18 15:51:15,351 ms,3.02 s,4.61 s
2023-04-18 15:51:20,395 ms,3.77 s,4.75 s
2023-04-18 15:51:25,429 ms,3.78 s,4.76 s
2023-04-18 15:51:30,454 ms,3.90 s,4.78 s
2023-04-18 15:51:35,512 ms,4.01 s,4.80 s
2023-04-18 15:51:40,534 ms,4.12 s,4.82 s
2023-04-18 15:51:45,534 ms,4.24 s,4.85 s
2023-04-18 15:51:50,488 ms,4.19 s,4.84 s
2023-04-18 15:51:55,483 ms,4.18 s,4.84 s
2023-04-18 15:52:00,482 ms,4.18 s,4.84 s
2023-04-18 15:52:05,458 ms,4.10 s,4.82 s
2023-04-18 15:52:10,458 ms,4.10 s,4.82 s
2023-04-18 15:52:15,418 ms,3.90 s,4.78 s
2023-04-18 15:52:20,406 ms,4.00 s,4.80 s
2023-04-18 15:52:25,405 ms,3.90 s,4.78 s
2023-04-18 15:52:30,370 ms,3.77 s,4.75 s
2023-04-18 15:52:35,350 ms,3.33 s,4.67 s
2023-04-18 15:52:40,349 ms,3.35 s,4.67 s
2023-04-18 15:52:45,349 ms,3.31 s,4.66 s
2023-04-18 15:52:50,312 ms,3.00 s,4.60 s
2023-04-18 15:52:55,326 ms,3.02 s,4.61 s
2023-04-18 15:53:00,337 ms,3.05 s,4.61 s
2023-04-18 15:53:05,365 ms,3.35 s,4.67 s
2023-04-18 15:53:10,385 ms,3.02 s,4.61 s
2023-04-18 15:53:15,380 ms,2.56 s,4.51 s
2023-04-18 15:53:20,379 ms,2.53 s,4.51 s
2023-04-18 15:53:25,393 ms,2.56 s,4.51 s
2023-04-18 15:53:30,420 ms,3.37 s,4.67 s
2023-04-18 15:53:35,418 ms,3.35 s,4.67 s
2023-04-18 15:53:40,411 ms,3.40 s,4.68 s
2023-04-18 15:53:45,433 ms,3.61 s,4.72 s
2023-04-18 15:53:50,415 ms,3.73 s,4.75 s
2023-04-18 15:53:55,400 ms,3.57 s,4.71 s
2023-04-18 15:54:00,401 ms,3.40 s,4.68 s
2023-04-18 15:54:05,405 ms,3.37 s,4.67 s
2023-04-18 15:54:10,430 ms,3.61 s,4.72 s
2023-04-18 15:54:15,440 ms,3.93 s,4.79 s
2023-04-18 15:54:20,464 ms,4.10 s,4.82 s
2023-04-18 15:54:25,433 ms,3.89 s,4.78 s
2023-04-18 15:54:30,411 ms,3.59 s,4.72 s
2023-04-18 15:54:35,440 ms,3.59 s,4.72 s
2023-04-18 15:54:40,455 ms,3.37 s,4.67 s
2023-04-18 15:54:45,452 ms,3.05 s,4.61 s
2023-04-18 15:54:50,447 ms,3.05 s,4.61 s
2023-04-18 15:54:55,440 ms,3.00 s,4.60 s
2023-04-18 15:55:00,431 ms,3.02 s,4.61 s
2023-04-18 15:55:05,409 ms,2.50 s,4.50 s
2023-04-18 15:55:10,403 ms,2.40 s,4.34 s
2023-04-18 15:55:15,411 ms,2.41 s,4.34 s
2023-04-18 15:55:20,411 ms,2.41 s,4.34 s
2023-04-18 15:55:25,421 ms,2.42 s,4.37 s
2023-04-18 15:55:30,421 ms,3.05 s,4.61 s
2023-04-18 15:55:35,424 ms,3.59 s,4.72 s
2023-04-18 15:55:40,484 ms,3.92 s,4.78 s
2023-04-18 15:55:45,516 ms,4.04 s,4.81 s
2023-04-18 15:55:50,500 ms,4.11 s,4.82 s
2023-04-18 15:55:55,493 ms,4.20 s,4.84 s
2023-04-18 15:56:00,493 ms,4.26 s,4.85 s
2023-04-18 15:56:05,479 ms,4.20 s,4.84 s
2023-04-18 15:56:10,458 ms,4.05 s,4.81 s
